W1,W2
4.140000000000001,8.68
14.43,8.75
14.85,5.53
3.42,6.83
26.52,7.199999999999999
18.21,2.44
5.88,2.27
26.16,3.93
21.54,5.53
16.11,5.93
23.04,2.71
0.63,8.64
12.75,3.9800000000000004
28.65,0.8200000000000001
24.81,1.21
11.850000000000001,1.32
23.310000000000002,3.07
23.04,2.7800000000000002
13.92,3.33
23.310000000000002,5.34
9.84,5.5600000000000005
18.990000000000002,4.98
25.98,9.14
15.39,4.9399999999999995
26.97,0.32
17.04,7.21
23.580000000000002,6.630000000000001
29.07,7.199999999999999
18.990000000000002,2.9499999999999997
25.71,9.91
21.419999999999998,0.96
15.39,1.8599999999999999
23.790000000000003,7.880000000000001
13.38,2.55
19.32,2.51
7.29,2.7800000000000002
17.04,2.52
24.0,2.94
1.38,5.13
3.9000000000000004,0.44999999999999996
19.62,8.79
23.34,2.74
28.619999999999997,3.12
19.29,5.2
10.200000000000001,7.7700000000000005
0.84,9.01
22.92,7.109999999999999
12.45,9.23
0.38999999999999996,9.18
7.41,3.37
0.6599999999999999,8.120000000000001
2.1599999999999997,6.24
2.88,9.02
2.25,5.16
3.09,4.22
6.33,3.3200000000000003
23.400000000000002,3.2800000000000002
9.96,2.55
6.39,7.95
12.42,6.78
12.209999999999999,1.49
25.14,1.1400000000000001
25.14,2.22
13.620000000000001,5.19
16.830000000000002,2.54
26.25,7.199999999999999
25.169999999999998,2.59
2.1599999999999997,7.48
12.030000000000001,5.380000000000001
25.71,3.15
1.41,0.18
5.07,1.6700000000000002
3.2399999999999998,5.2
11.31,3.1
28.259999999999998,3.83
1.3499999999999999,0.8799999999999999
23.43,5.659999999999999
11.76,7.720000000000001
23.91,8.870000000000001
7.890000000000001,7.65
13.290000000000001,5.92
21.72,8.49
19.98,0.9299999999999999
4.68,7.47
13.44,0.22999999999999998
15.690000000000001,6.18
19.98,9.45
0.9299999999999999,8.309999999999999
21.96,8.2
12.93,2.8299999999999996
26.79,7.25
7.65,1.56
9.03,4.069999999999999
1.5899999999999999,4.71
14.67,4.92
7.95,2.41
12.09,9.44
3.42,9.82
20.040000000000003,6.720000000000001
28.169999999999998,5.23
19.98,0.36
20.849999999999998,3.7
23.04,7.13
0.32999999999999996,6.58
24.869999999999997,2.54
5.79,9.74
18.54,5.41
3.45,8.24
28.83,7.26
27.57,7.0
16.68,4.0600000000000005
16.05,9.91
29.31,0.41000000000000003
7.109999999999999,8.120000000000001
12.120000000000001,1.1300000000000001
3.54,6.630000000000001
6.75,0.5700000000000001
14.069999999999999,8.52
29.7,8.19
27.36,3.11
23.34,0.8999999999999999
15.72,2.79
25.919999999999998,4.38
7.65,4.4
19.32,0.29000000000000004
6.84,0.33
15.03,9.24
13.83,9.030000000000001
27.87,8.69
20.7,9.91
4.98,3.76
29.07,1.8199999999999998
18.3,4.0
19.38,4.35
22.86,2.48
10.92,7.61
20.55,0.32
0.63,4.5
17.73,3.6799999999999997
4.4399999999999995,5.96
27.93,2.7800000000000002
9.33,8.29
29.28,5.3500000000000005
28.89,3.2
12.719999999999999,0.59
5.010000000000001,2.9499999999999997
21.96,7.51
0.63,1.46
21.509999999999998,9.52
29.04,4.1899999999999995
9.33,0.29000000000000004
25.47,9.41
10.95,2.3499999999999996
18.45,4.58
17.61,6.470000000000001
5.58,3.85
18.03,7.66
3.9000000000000004,7.95
26.85,5.96
9.209999999999999,2.94
19.080000000000002,9.8
13.02,8.149999999999999
15.96,1.1300000000000001
4.140000000000001,1.33
26.16,0.28
15.0,2.33
22.44,7.09
16.979999999999997,4.84
9.84,9.75
21.54,1.11
1.23,5.26
19.71,7.18
29.58,5.08
28.65,0.26
6.57,7.24
16.14,9.02
22.44,0.42000000000000004
14.67,4.88
5.76,1.08
23.91,5.13
5.76,4.82
19.38,0.8
26.73,3.33
12.9,8.44
24.360000000000003,5.5
10.23,3.4399999999999995
27.990000000000002,7.1899999999999995
15.600000000000001,7.8100000000000005
16.889999999999997,1.36
23.580000000000002,4.42
29.58,7.46
18.12,4.79
26.88,0.38
15.690000000000001,8.07
17.58,0.8899999999999999
12.45,8.37
14.58,7.45
5.46,7.79
24.45,0.15
12.93,2.67
28.439999999999998,9.120000000000001
7.95,4.0600000000000005
22.95,3.43
18.0,8.05
7.05,3.06
23.16,9.54
12.299999999999999,3.76
19.71,8.39
15.96,4.44
6.6,6.12
6.42,6.1899999999999995
1.5299999999999998,7.98
23.16,7.32
13.68,5.57
20.28,4.01
11.07,7.5600000000000005
3.69,3.91
7.5600000000000005,9.91
14.52,5.5600000000000005
20.55,5.68
21.63,7.37
18.36,7.39
10.41,6.28
4.35,1.41
12.719999999999999,6.34
17.22,4.74
28.86,7.069999999999999
24.81,2.59
19.89,2.15
13.26,1.28
9.780000000000001,8.27
4.92,5.83
25.2,4.2299999999999995
14.94,1.02
11.940000000000001,2.38
12.959999999999999,6.949999999999999
21.0,3.74
0.44999999999999996,5.380000000000001
27.66,4.76
20.34,2.2
12.0,8.76
12.57,3.4799999999999995
21.81,4.99
29.31,6.53
19.830000000000002,9.629999999999999
1.5899999999999999,9.76
26.7,2.54
13.65,5.25
27.540000000000003,4.0
26.7,1.12
4.53,8.139999999999999
29.43,3.7
4.0200000000000005,9.33
28.47,9.14
0.72,0.22999999999999998
2.49,4.88
7.53,1.1
27.0,2.98
17.22,9.91
11.28,0.81
29.37,6.1899999999999995
3.0599999999999996,0.13
16.8,5.5
14.43,3.88
6.21,6.67
6.119999999999999,1.26
15.39,1.48
15.780000000000001,0.95
27.84,6.61
3.09,9.06
22.08,8.870000000000001
4.95,1.81
22.740000000000002,8.39
12.389999999999999,8.39
18.72,8.81
10.319999999999999,8.030000000000001
28.169999999999998,5.6000000000000005
15.600000000000001,7.13
29.22,8.76
10.319999999999999,7.65
3.87,3.83
0.63,3.77
10.469999999999999,5.32
15.39,9.06
20.639999999999997,1.25
21.72,8.81
17.04,1.32
14.73,9.58
11.64,5.5600000000000005
29.52,3.2
15.24,5.6899999999999995
9.33,4.67
23.490000000000002,7.5600000000000005
8.61,6.44
18.69,4.98
20.16,3.7800000000000002
3.75,0.42999999999999994
17.13,3.11
18.72,2.9099999999999997
13.620000000000001,5.57
2.91,6.630000000000001
22.11,2.7800000000000002
10.379999999999999,1.88
11.73,4.39
9.33,5.2700000000000005
26.82,6.3
23.55,9.350000000000001
8.61,9.49
4.92,3.85
20.28,2.36
16.32,9.18
21.66,9.18
19.59,7.029999999999999
15.99,1.7399999999999998
29.73,3.77
5.43,8.139999999999999
16.979999999999997,5.5600000000000005
27.12,3.05
20.34,8.65
24.779999999999998,1.52
11.850000000000001,9.53
5.130000000000001,3.74
4.41,5.390000000000001
7.35,0.8400000000000001
9.3,7.4399999999999995
18.75,4.59
28.65,2.0300000000000002
29.7,8.139999999999999
23.400000000000002,4.33
14.549999999999999,8.48
25.32,3.39
17.22,7.82
10.200000000000001,5.25
23.34,2.72
27.69,0.64
23.490000000000002,8.32
29.31,7.27
12.87,9.389999999999999
21.78,5.5200000000000005
19.05,8.95
21.299999999999997,3.5199999999999996
14.37,3.4000000000000004
26.55,7.14
8.16,8.37
25.56,5.99
17.58,7.24
12.66,9.76
18.96,6.44
8.01,2.8699999999999997
22.68,5.859999999999999
23.85,3.79
3.99,3.51
6.239999999999999,6.18
12.389999999999999,2.13
8.34,7.82
18.72,1.88
11.940000000000001,4.16
11.850000000000001,3.09
23.04,3.59
10.290000000000001,8.57
20.580000000000002,1.55
3.54,7.7700000000000005
10.020000000000001,6.67
2.04,1.87
23.16,4.76
0.3,2.23
18.15,9.48
23.67,2.6100000000000003
29.13,3.4899999999999998
7.29,2.49
10.41,6.02
23.37,7.79
1.5299999999999998,8.58
20.639999999999997,0.44999999999999996
18.15,1.77
12.0,5.07
17.04,6.800000000000001
22.86,8.44
10.41,9.9
10.89,6.07
27.330000000000002,4.47
1.44,4.32
29.52,0.78
22.65,0.55
29.73,7.51
4.92,5.61
2.79,9.01
28.47,9.91
16.05,8.2
22.11,7.640000000000001
18.6,1.29
13.290000000000001,4.58
10.020000000000001,7.25
19.950000000000003,7.41
7.59,2.44
13.11,3.95
5.04,4.22
10.86,1.54
25.349999999999998,7.1
2.6999999999999997,9.64
17.759999999999998,1.44
7.14,9.49
15.57,4.36
11.49,0.78
17.31,1.05
16.8,1.8199999999999998
15.27,7.74
9.48,3.67
20.220000000000002,9.89
8.459999999999999,8.309999999999999
7.53,0.32
3.33,6.879999999999999
20.37,8.66
8.489999999999998,0.9099999999999999
23.37,9.0
6.27,4.76
27.87,1.1700000000000002
9.870000000000001,2.8100000000000005
12.66,5.32
2.67,5.2
26.85,8.49
2.1599999999999997,9.84
29.73,2.05
24.66,6.07
14.94,2.7800000000000002
12.299999999999999,8.66
29.7,9.3
12.299999999999999,4.25
26.580000000000002,5.8
11.49,5.57
5.55,3.88
10.62,9.89
14.010000000000002,4.58
9.48,3.73
5.1000000000000005,0.68
3.75,0.5800000000000001
7.32,1.9300000000000002
13.47,1.45
1.77,3.74
2.52,2.05
5.46,0.45999999999999996
21.66,8.45
17.64,5.37
23.580000000000002,9.469999999999999
23.76,3.88
24.240000000000002,7.54
21.299999999999997,7.94
11.370000000000001,6.23
13.41,9.83
12.030000000000001,7.66
15.57,6.3
26.73,1.29
29.46,3.2800000000000002
19.53,0.73
24.99,5.68
14.040000000000001,8.91
8.729999999999999,0.8200000000000001
12.66,3.2800000000000002
17.73,9.8
18.21,3.09
21.029999999999998,9.360000000000001
21.72,7.199999999999999
5.010000000000001,7.800000000000001
19.98,5.19
25.71,2.11
28.56,6.33
21.06,1.44
21.15,0.42000000000000004
26.67,0.41000000000000003
9.780000000000001,7.800000000000001
16.11,2.72
28.32,4.26
28.59,7.87
4.95,0.75
24.419999999999998,3.43
4.98,4.44
28.77,1.12
13.92,8.7
24.270000000000003,7.0
29.55,0.08
15.450000000000001,2.6500000000000004
20.55,6.42
27.21,2.4299999999999997
27.84,3.03
13.44,3.66
16.32,4.29
18.45,0.49
25.11,4.5
7.32,4.2
22.56,9.280000000000001
23.310000000000002,5.6499999999999995
19.68,5.550000000000001
6.090000000000001,7.13
15.57,9.05
27.6,7.06
1.3499999999999999,5.2700000000000005
25.5,2.55
5.46,1.01
28.86,5.0
11.73,4.98
11.01,2.2
6.239999999999999,0.21000000000000002
22.14,2.67
27.810000000000002,6.870000000000001
21.419999999999998,6.21
23.43,4.32
1.02,3.37
16.05,1.79
15.48,5.13
4.92,7.95
10.020000000000001,0.42000000000000004
15.57,1.9500000000000002
28.05,0.18
11.64,8.43
11.73,7.4
0.18,3.6399999999999997
15.09,9.91
25.47,7.800000000000001
4.65,3.5199999999999996
29.669999999999998,4.640000000000001
10.559999999999999,4.42
14.52,5.02
4.11,7.35
0.32999999999999996,3.74
1.71,7.5
21.689999999999998,8.16
22.86,1.4000000000000001
13.950000000000001,1.9100000000000001
1.38,3.37
25.349999999999998,2.2
8.91,9.84
9.96,2.41
14.82,4.5600000000000005
13.02,8.45
0.3,5.5200000000000005
28.65,0.65
23.34,8.96
6.1499999999999995,6.83
13.65,8.52
24.240000000000002,3.02
28.83,9.65
19.44,9.11
3.39,6.13
6.6,9.68
0.8999999999999999,3.5
10.44,1.5
16.71,0.61
6.1499999999999995,8.75
25.98,7.029999999999999
21.45,8.09
18.12,2.59
18.72,7.71
9.39,0.99
12.09,2.8899999999999997
6.239999999999999,8.0
14.73,2.62
27.69,3.63
18.33,7.039999999999999
22.169999999999998,5.92
20.220000000000002,8.49
10.92,3.54
24.869999999999997,8.299999999999999
29.13,6.09
6.8100000000000005,5.5600000000000005
10.44,1.45
12.120000000000001,6.18
1.2899999999999998,6.53
1.65,4.87
1.05,4.069999999999999
1.41,6.23
29.64,0.8400000000000001
18.6,5.869999999999999
28.229999999999997,7.06
22.2,8.44
12.479999999999999,2.8699999999999997
8.4,6.43
2.6999999999999997,4.25
12.75,5.05
19.89,7.57
12.27,2.68
3.54,4.640000000000001
28.59,0.99
11.700000000000001,6.05
20.88,2.25
23.490000000000002,2.9499999999999997
13.620000000000001,7.3
1.38,6.5600000000000005
1.3499999999999999,7.05
9.3,6.44
15.870000000000001,5.44
26.009999999999998,3.65
12.180000000000001,3.3200000000000003
16.5,3.88
0.84,7.4399999999999995
26.46,4.5200000000000005
0.9299999999999999,8.08
8.040000000000001,4.93
15.48,9.23
3.0300000000000002,3.43
17.22,4.35
29.58,7.53
19.830000000000002,8.32
15.09,7.34
26.97,7.8500000000000005
5.73,2.59
16.470000000000002,9.84
10.62,8.4
1.47,0.35000000000000003
16.5,1.6900000000000002
4.7700000000000005,0.7000000000000001
7.199999999999999,5.779999999999999
0.57,8.27
27.18,0.8300000000000001
20.520000000000003,6.5200000000000005
23.16,1.06
3.5999999999999996,5.61
28.349999999999998,8.120000000000001
14.73,8.2
27.900000000000002,0.5800000000000001
6.42,2.51
13.44,5.5200000000000005
2.0100000000000002,7.91
9.06,9.5
15.600000000000001,7.73
26.25,1.8399999999999999
21.66,2.51
21.48,6.42
15.0,2.82
25.74,7.84
6.72,4.62
28.29,8.120000000000001
20.759999999999998,5.470000000000001
27.03,3.37
10.77,0.35000000000000003
13.14,9.61
13.47,7.08
29.73,2.05
3.5999999999999996,8.08
9.780000000000001,4.640000000000001
27.42,5.470000000000001
16.830000000000002,0.62
15.03,8.7
28.709999999999997,0.99
7.65,5.68
10.020000000000001,8.09
19.53,6.14
20.939999999999998,7.720000000000001
18.3,9.469999999999999
25.11,3.5999999999999996
10.649999999999999,9.69
21.93,6.720000000000001
13.620000000000001,1.81
16.770000000000003,2.63
2.34,3.76
27.69,4.42
13.14,1.1700000000000002
18.66,5.25
29.13,7.5600000000000005
17.13,5.629999999999999
5.94,7.62
18.9,9.879999999999999
0.63,6.790000000000001
6.1499999999999995,2.94
4.319999999999999,1.92
27.060000000000002,9.62
17.49,7.17
1.92,8.86
15.96,0.64
7.71,7.76
7.7700000000000005,7.41
22.95,4.640000000000001
20.25,4.88
12.6,8.120000000000001
16.32,6.760000000000001
13.05,0.44999999999999996
12.87,4.46
0.12,2.79
22.38,9.02
29.669999999999998,3.55
0.87,9.030000000000001
9.84,9.040000000000001
13.5,1.5
8.489999999999998,2.19
24.479999999999997,1.88
23.22,5.01
10.83,6.42
10.92,9.52
20.7,2.2
25.32,9.52
22.59,5.99
27.810000000000002,3.5
26.61,4.1899999999999995
11.370000000000001,5.5600000000000005
10.290000000000001,3.99
8.82,3.67
17.58,3.6399999999999997
17.13,7.95
5.1000000000000005,5.57
23.16,6.630000000000001
29.58,3.79
3.57,5.13
13.860000000000001,8.97
18.72,3.4799999999999995
16.71,0.62
16.02,1.9900000000000002
5.58,3.76
24.360000000000003,2.88
1.05,8.72
3.1799999999999997,4.48
19.32,5.25
15.57,4.32
5.1000000000000005,3.37
1.05,1.6900000000000002
21.99,0.35000000000000003
1.7999999999999998,0.42000000000000004
13.860000000000001,7.52
11.25,5.18
3.2399999999999998,6.18
9.33,7.34
20.28,3.79
18.9,3.91
10.290000000000001,9.65
29.43,3.69
19.89,8.48
9.51,6.53
1.41,1.35
27.42,5.380000000000001
14.19,7.31
20.16,9.68
9.36,6.74
25.2,7.13
20.040000000000003,7.18
22.23,4.4
4.62,8.120000000000001
26.22,6.44
13.74,7.51
10.469999999999999,2.7
16.200000000000003,1.55
24.54,2.6500000000000004
28.41,8.139999999999999
29.43,4.03
18.18,0.21999999999999997
2.46,5.99
9.33,6.75
22.02,5.3500000000000005
8.549999999999999,3.19
29.46,4.09
26.85,4.25
14.43,8.08
4.319999999999999,9.09
29.73,5.25
17.58,5.96
4.62,9.86
15.39,9.23
10.92,3.58
20.07,6.59
24.060000000000002,6.1
22.23,9.7
4.319999999999999,9.86
23.16,9.469999999999999
27.87,5.75
28.020000000000003,1.21
10.020000000000001,3.62
0.96,9.91
21.119999999999997,2.07
2.0700000000000003,4.83
7.95,7.37
17.04,1.33
6.359999999999999,9.78
7.53,3.88
2.46,7.54
20.46,1.56
18.3,0.8400000000000001
0.48,4.47
26.73,6.45
15.24,9.77
3.5999999999999996,1.94
15.15,4.0600000000000005
13.14,2.9499999999999997
25.8,2.8699999999999997
10.86,2.59
21.18,0.62
17.04,9.21
24.81,3.91
18.21,2.13
11.850000000000001,1.8399999999999999
21.72,5.13
23.970000000000002,0.95
13.83,2.82
9.96,5.739999999999999
22.53,3.06
26.73,3.2
3.09,8.56
23.43,8.89
19.68,8.68
27.66,8.49
24.689999999999998,4.5200000000000005
5.1000000000000005,8.33
19.89,5.61
0.12,6.5600000000000005
26.97,7.14
6.119999999999999,1.6900000000000002
15.33,4.33
15.57,0.08
19.32,1.6700000000000002
24.959999999999997,0.29000000000000004
28.38,7.0
20.46,9.14
13.11,6.42
13.2,7.279999999999999
4.0200000000000005,1.28
3.36,8.43
1.23,0.2
25.47,2.3499999999999996
24.240000000000002,7.83
23.790000000000003,9.379999999999999
4.140000000000001,8.41
12.719999999999999,3.2
0.75,4.2
0.9299999999999999,9.3
10.260000000000002,8.37
19.05,7.67
24.270000000000003,0.13
17.49,9.879999999999999
4.65,8.149999999999999
0.8999999999999999,6.82
0.5399999999999999,8.53
0.42,4.04
4.56,8.01
11.58,1.36
7.62,3.97
23.790000000000003,1.31
29.31,2.6100000000000003
11.61,2.4299999999999997
21.45,7.01
22.59,2.54
8.190000000000001,4.66
29.52,4.57
3.3,8.0
11.940000000000001,8.120000000000001
18.84,6.42
23.400000000000002,8.77
15.42,5.05
18.3,6.870000000000001
6.45,4.0
17.97,4.72
28.65,6.49
6.8100000000000005,6.57
16.650000000000002,8.040000000000001
17.22,2.23
26.61,1.6
14.94,5.709999999999999
20.849999999999998,1.6900000000000002
27.78,9.59
16.23,2.4699999999999998
12.6,6.37
15.66,5.32
5.82,8.139999999999999
3.42,7.08
8.82,3.25
11.49,6.1
2.79,7.6
21.029999999999998,5.19
6.090000000000001,3.2800000000000002
29.61,1.07
28.709999999999997,0.76
3.1199999999999997,2.8899999999999997
12.959999999999999,4.79
17.82,8.41
13.950000000000001,3.5199999999999996
16.68,2.63
17.61,4.54
10.469999999999999,1.45
27.900000000000002,7.47
29.28,6.720000000000001
27.540000000000003,7.13
20.130000000000003,6.42
24.959999999999997,4.97
14.37,3.16
20.520000000000003,2.0100000000000002
21.509999999999998,6.14
18.03,6.1
0.57,9.13
19.950000000000003,5.99
1.47,8.01
15.75,8.209999999999999
10.62,2.27
29.669999999999998,0.48
12.959999999999999,0.08
24.09,5.03
0.3,7.48
20.7,9.78
11.31,8.379999999999999
4.08,5.9799999999999995
25.169999999999998,4.9399999999999995
13.41,9.91
6.75,7.8500000000000005
27.060000000000002,2.67
13.26,9.91
14.94,8.459999999999999
26.25,3.76
25.77,4.74
14.549999999999999,9.73
17.34,7.5
14.82,1.83
13.530000000000001,8.27
6.57,8.309999999999999
21.54,3.79
20.759999999999998,5.92
18.63,6.54
5.79,7.800000000000001
21.84,4.55
13.620000000000001,3.83
21.9,8.43
9.84,9.64
4.41,5.32
21.36,6.760000000000001
21.48,9.719999999999999
26.88,9.27
23.37,5.19
28.169999999999998,5.58
21.15,2.74
12.57,1.25
18.57,7.62
2.85,2.25
14.79,6.83
14.58,5.5
26.19,9.62
19.080000000000002,8.96
16.560000000000002,9.24
13.17,0.51
0.69,9.629999999999999
15.42,7.46
29.46,4.79
17.97,9.86
7.17,8.17
29.669999999999998,8.65
27.42,8.94
8.459999999999999,9.26
10.89,0.14
3.5100000000000002,0.09
28.139999999999997,8.54
16.14,2.09
15.66,7.86
13.02,5.859999999999999
28.83,9.41
8.58,6.680000000000001
2.0700000000000003,3.9400000000000004
4.86,0.14
20.040000000000003,9.91
11.58,9.040000000000001
8.16,3.61
19.080000000000002,7.8100000000000005
21.15,3.76
1.5,9.02
19.02,1.11
14.91,5.0600000000000005
16.380000000000003,4.47
12.299999999999999,9.3
11.28,7.39
17.22,9.290000000000001
18.9,4.640000000000001
12.120000000000001,4.34
10.98,8.27
8.459999999999999,3.5
7.7700000000000005,7.41
15.06,7.25
12.84,1.7000000000000002
23.400000000000002,2.27
22.44,9.64
2.34,1.37
5.43,4.32
20.37,1.8399999999999999
2.34,1.19
14.28,2.9499999999999997
22.44,5.739999999999999
2.31,8.02
14.49,7.17
19.68,1.19
25.77,0.22999999999999998
10.74,3.62
9.06,6.18
13.32,0.48
16.889999999999997,9.389999999999999
18.69,0.18
15.690000000000001,0.51
29.73,0.63
23.400000000000002,7.86
16.44,9.79
8.489999999999998,8.309999999999999
22.95,3.59
9.27,8.16
18.6,6.21
3.99,3.8200000000000003
6.119999999999999,8.27
18.12,5.8
27.3,8.209999999999999
3.7800000000000002,1.03
9.51,9.389999999999999
29.13,8.66
3.84,3.4899999999999998
13.92,7.51
0.42,0.05
0.96,1.59
23.04,6.6000000000000005
21.09,5.8
14.82,9.65
8.879999999999999,5.709999999999999
3.5999999999999996,1.33
26.19,1.36
23.22,8.49
21.029999999999998,5.49
7.35,6.78
26.52,6.630000000000001
13.41,7.720000000000001
17.22,3.9800000000000004
26.16,8.08
10.649999999999999,4.25
0.87,0.15
24.81,8.17
5.43,9.91
3.27,9.05
14.19,6.22
11.04,9.16
27.3,2.49
14.64,3.03
0.96,6.959999999999999
15.780000000000001,6.48
9.6,2.7
1.2,4.87
18.57,2.04
14.61,8.37
28.529999999999998,9.86
17.49,0.63
21.78,4.51
3.54,5.25
22.89,7.41
20.91,3.2800000000000002
28.29,2.5300000000000002
5.46,4.92
0.09,6.41
16.560000000000002,4.1
1.38,8.29
24.57,0.5700000000000001
11.58,5.53
13.47,3.0
0.69,0.49
13.02,9.01
25.5,5.4
7.62,9.709999999999999
23.580000000000002,3.14
10.290000000000001,3.5999999999999996
28.709999999999997,7.800000000000001
15.0,4.01
17.34,6.5
18.54,9.370000000000001
2.31,4.37
15.75,5.5200000000000005
25.56,2.09
2.46,2.9299999999999997
15.18,7.37
20.939999999999998,3.8600000000000003
7.62,6.949999999999999
10.86,7.48
17.849999999999998,1.6600000000000001
6.0600000000000005,0.7000000000000001
17.49,7.51
15.03,6.800000000000001
2.0700000000000003,4.050000000000001
10.44,4.640000000000001
3.42,4.58
15.120000000000001,0.44999999999999996
27.51,4.85
11.850000000000001,9.190000000000001
12.06,2.27
28.41,4.5600000000000005
27.93,8.66
12.389999999999999,7.800000000000001
22.23,8.16
12.42,3.93
5.3999999999999995,7.720000000000001
15.18,8.71
18.990000000000002,3.2800000000000002
17.43,3.43
11.129999999999999,3.83
25.8,3.91
19.98,0.38
27.12,8.16
6.33,7.86
22.32,0.8300000000000001
28.32,1.33
21.299999999999997,1.08
1.92,0.2
17.25,3.88
7.08,3.4799999999999995
16.41,2.8899999999999997
7.59,8.309999999999999
3.21,5.57
16.32,0.08
29.58,4.34
4.56,3.63
6.39,8.9
22.11,3.2800000000000002
27.6,8.9
15.96,0.94
15.48,5.93
4.29,0.7000000000000001
1.8900000000000001,7.1899999999999995
26.28,9.350000000000001
17.31,3.39
0.8099999999999999,9.629999999999999
15.03,0.26
20.639999999999997,0.94
23.25,3.2
2.04,9.459999999999999
14.73,9.709999999999999
22.830000000000002,0.15
28.619999999999997,3.59
27.3,6.18
20.400000000000002,6.550000000000001
28.439999999999998,5.45
9.209999999999999,5.659999999999999
13.32,1.7100000000000002
12.81,3.91
24.959999999999997,4.37
8.16,0.35000000000000003
18.6,1.57
26.25,8.33
24.419999999999998,2.2600000000000002
5.52,9.26
16.5,9.49
10.95,2.9299999999999997
2.52,8.82
21.06,4.39
8.16,1.18
18.9,4.779999999999999
22.89,6.24
20.610000000000003,7.5600000000000005
28.169999999999998,8.35
23.37,7.880000000000001
21.599999999999998,3.02
2.82,4.81
12.75,8.71
15.99,5.5
16.830000000000002,8.81
16.650000000000002,1.34
27.540000000000003,3.15
9.69,7.25
28.529999999999998,1.53
4.319999999999999,5.949999999999999
6.33,9.02
18.57,2.8100000000000005
0.32999999999999996,2.0300000000000002
6.1499999999999995,8.030000000000001
5.8500000000000005,8.33
4.319999999999999,1.11
24.45,8.78
22.2,7.54
21.9,7.58
29.22,4.48
15.99,5.15
1.6199999999999999,0.44999999999999996
29.07,8.52
17.22,9.69
15.21,3.74
29.46,0.21000000000000002
1.05,8.76
3.15,5.709999999999999
27.51,5.13
18.36,8.08
26.37,2.2
3.3,8.06
7.98,5.470000000000001
3.7199999999999998,1.3800000000000001
16.68,3.15
3.39,6.37
14.28,8.77
22.53,6.630000000000001
24.72,5.8999999999999995
21.599999999999998,5.45
4.8,5.57
12.87,7.720000000000001
24.270000000000003,4.640000000000001
9.72,5.09
25.23,0.7000000000000001
18.21,8.45
3.48,7.91
18.509999999999998,7.5
26.61,5.739999999999999
12.389999999999999,4.89
11.700000000000001,9.7
28.29,3.4699999999999998
18.6,9.58
12.84,5.1
16.05,8.71
28.080000000000002,4.44
29.61,0.5700000000000001
10.110000000000001,1.19
12.99,4.76
16.830000000000002,8.66
18.45,5.5600000000000005
0.9299999999999999,9.280000000000001
23.73,5.23
26.55,5.32
3.69,7.74
26.16,3.02
6.96,2.72
24.959999999999997,5.25
10.86,1.01
25.59,3.0
1.8599999999999999,0.49
3.15,0.74
10.92,1.45
29.04,2.25
24.270000000000003,6.44
4.08,9.120000000000001
22.259999999999998,8.42
11.76,8.129999999999999
18.06,8.81
0.9299999999999999,4.79
29.73,6.680000000000001
18.39,3.8600000000000003
14.28,3.58
6.69,7.25
27.0,9.719999999999999
24.599999999999998,2.64
19.89,9.040000000000001
29.64,3.4399999999999995
18.03,5.16
26.31,2.6500000000000004
28.709999999999997,1.6700000000000002
5.52,9.32
28.919999999999998,0.62
7.5,9.9
6.75,1.57
12.9,3.6399999999999997
10.74,2.79
26.580000000000002,7.279999999999999
4.140000000000001,0.76
22.2,0.22999999999999998
27.84,4.3
11.64,5.61
24.18,8.0
3.87,3.9000000000000004
14.069999999999999,6.5600000000000005
23.64,1.09
0.99,1.2
28.89,4.59
23.94,3.8200000000000003
17.58,6.27
28.349999999999998,9.82
2.88,4.03
15.96,6.89
6.45,1.04
28.529999999999998,6.949999999999999
25.47,2.9499999999999997
9.15,2.46
14.73,0.48
28.98,7.42
23.970000000000002,4.47
14.28,1.2
13.5,9.24
23.400000000000002,9.53
24.060000000000002,9.83
20.91,4.59
6.8100000000000005,3.5199999999999996
12.180000000000001,1.1300000000000001
2.0700000000000003,8.24
11.28,6.44
0.87,5.21
29.16,7.65
18.84,1.41
26.46,2.79
11.52,4.33
18.66,8.67
12.78,7.8100000000000005
6.99,9.69
21.63,2.9099999999999997
5.61,7.720000000000001
1.38,4.88
8.85,2.7700000000000005
15.51,9.879999999999999
20.28,7.42
8.34,1.51
11.31,5.5600000000000005
17.34,4.32
14.43,8.65
11.28,3.95
15.42,5.01
16.830000000000002,6.28
13.44,5.5
11.73,8.82
2.5500000000000003,6.959999999999999
17.04,9.879999999999999
9.06,4.42
14.28,4.34
7.65,0.10999999999999999
7.95,7.41
7.5600000000000005,8.08
12.299999999999999,8.08
4.319999999999999,4.1
29.73,0.49
2.1,1.9700000000000002
28.56,2.44
6.33,1.79
10.110000000000001,6.54
21.78,0.5800000000000001
4.86,4.31
26.1,8.88
0.24,6.3
10.44,9.879999999999999
27.150000000000002,1.48
12.81,2.94
24.869999999999997,3.85
1.74,8.93
12.99,2.8000000000000003
23.16,8.72
1.1099999999999999,2.44
29.669999999999998,2.51
23.16,7.22
7.92,5.24
12.209999999999999,9.389999999999999
16.05,2.68
1.44,1.01
8.370000000000001,7.199999999999999
6.930000000000001,5.93
23.82,9.040000000000001
28.47,8.76
13.530000000000001,5.779999999999999
23.580000000000002,6.82
20.490000000000002,0.21000000000000002
24.45,0.51
13.89,9.53
12.36,9.49
19.080000000000002,4.3
5.76,3.8200000000000003
2.28,3.37
20.490000000000002,1.8199999999999998
